State,District,Crop,Seed_Variety,Rainfall_mm,Temperature_C,Soil_pH,Soil_Moisture,Humidity,Irrigation_Count,Previous_Yield_kg_ha,Area_Hectares,Yield_kg_ha
Punjab,Jalandhar,Rice,IR-64 (Andhra/Telangana),1077.8074666902833,30.129273568345287,6.65,38.2,70,4,4098,0.89,5295.49
Uttar Pradesh,Agra,Maize,HQPM-1 (Karnataka/AP),634.2038912376859,26.1425729145896,6.69,27.1,64,1,4433,4.03,3760.96
Karnataka,Mysuru,Sugarcane,Co-94012 (South India),678.9792888919665,30.15697083918748,7.36,8.2,68,0,4517,4.87,79736.85
Punjab,Amritsar,Sugarcane,Co-94012 (South India),937.66258652384,27.775784088994293,6.48,19.3,53,4,6779,0.56,80726.75
Punjab,Ludhiana,Cotton,JKCH-1947 (Gujarat/MH),673.8712354176175,23.24856433129061,6.69,18.5,53,7,2501,4.09,1816.12
Karnataka,Belagavi,Maize,Kaveri-50 (South India),795.706844951056,25.702865852781585,6.0,33.5,71,0,1643,1.36,4251.56
Uttar Pradesh,Lucknow,Wheat,HW-2045 (North India),,25.123154894849822,,,71,0,5669,3.37,4495.36
Karnataka,Belagavi,Sugarcane,Co-86032 (Tamil Nadu/AP),1285.0197429764828,31.440368402382912,6.31,28.1,67,0,2595,2.7,81219.68
Uttar Pradesh,Kanpur,Wheat,HD-2967 (North-West India),1519.5015191023786,30.679488247733115,7.2,11.1,52,2,3055,1.07,4538.54
Punjab,Patiala,Rice,Sona-Masoori (South India),659.2883861845938,34.361876266765684,7.27,23.9,63,1,6635,4.19,3850.86
Telangana,Warangal,Sugarcane,Co-94012 (South India),916.2347275344036,29.7202064879342,6.84,14.3,61,0,2069,0.84,79283.14
Telangana,Karimnagar,Cotton,JKCH-1947 (Gujarat/MH),210.6682856091585,36.1294567073548,5.73,9.7,61,0,5780,4.03,277.12
Karnataka,Dharwad,Rice,IR-64 (Andhra/Telangana),924.4093240292212,29.08570564882674,6.85,12.1,71,4,4349,2.69,4604.66
Telangana,Khammam,Wheat,HW-2045 (North India),758.6035174943862,21.29203117326269,6.43,22.1,60,1,3631,0.75,2773.08
Andhra Pradesh,Chittoor,Cotton,JKCH-1947 (Gujarat/MH),1074.8188555306244,28.384125291363453,6.86,19.5,68,7,6157,4.74,2822.79
Maharashtra,Pune,Rice,IR-64 (Andhra/Telangana),1094.8236123314705,26.97544039004816,5.96,38.9,75,4,2823,4.77,5678.54
Maharashtra,Nagpur,Rice,IR-64 (Andhra/Telangana),949.5066349808905,27.018947294342915,6.92,34.1,59,6,6244,1.71,5012.73
Uttar Pradesh,Kanpur,Cotton,JKCH-1947 (Gujarat/MH),776.0252233514259,28.095968009218385,6.45,23.5,61,0,5655,2.88,1609.78
Andhra Pradesh,Guntur,Rice,Sona-Masoori (South India),1064.3663056679543,31.15512329723976,6.93,11.9,62,1,1860,4.14,5204.68
Karnataka,Bengaluru Rural,Cotton,RCH-659 (South & Central India),890.1725346637681,25.0422784474942,6.45,16.7,72,5,3705,3.45,1715.56
Punjab,Ludhiana,Maize,NK-6240 (Maharashtra/AP),1004.6346330918874,27.19006876739548,6.21,25.9,60,3,2226,3.38,4330.71
Karnataka,Bengaluru Rural,Maize,HQPM-1 (Karnataka/AP),1330.150392820378,26.45696188404022,7.07,9.6,70,6,4407,1.56,5522.8
Maharashtra,Aurangabad,Wheat,HD-2967 (North-West India),930.7508338441262,27.858156738796445,6.35,16.3,52,6,4688,1.23,3983.53
Karnataka,Mysuru,Cotton,JKCH-1947 (Gujarat/MH),876.1883015848841,26.718034719818046,7.1,31.0,66,5,3463,3.3,1814.59
Uttar Pradesh,Agra,Wheat,HW-2045 (North India),872.0134684123024,30.42347492907112,7.32,17.7,73,6,5795,3.06,3350.97
Uttar Pradesh,Varanasi,Wheat,HD-2967 (North-West India),1072.8069169781306,32.926521099821386,7.93,11.3,62,5,2860,4.65,3495.43
Punjab,Patiala,Rice,Sona-Masoori (South India),1081.986373863065,24.567345586937595,5.35,9.9,53,7,6201,3.17,5134.14
Maharashtra,Aurangabad,Cotton,JKCH-1947 (Gujarat/MH),690.3160144365409,24.093920128580045,6.84,39.3,70,5,6101,0.7,1860.66
Maharashtra,Nagpur,Rice,MTU-1010 (AP/Telangana),,23.95406279010988,,,47,4,4701,1.09,4205.12
Maharashtra,Nagpur,Sugarcane,Co-0238 (UP/North India),863.2569706838469,24.968788472809223,6.6,16.0,57,2,5631,0.57,80522.4
Uttar Pradesh,Kanpur,Cotton,Bollgard-II (Maharashtra),898.5405848425377,26.15346752223481,6.75,9.2,64,5,2981,2.6,2060.18
Punjab,Ludhiana,Cotton,Bollgard-II (Maharashtra),1139.906726410086,30.369198759200486,6.87,28.7,76,1,1602,3.83,1621.51
Uttar Pradesh,Agra,Sugarcane,Co-0238 (UP/North India),,19.00323081823731,,,53,6,2425,3.22,80532.8
Andhra Pradesh,Krishna,Cotton,RCH-659 (South & Central India),994.6664003187594,27.51260131532428,6.28,23.1,56,3,5611,1.63,1995.22
Karnataka,Bengaluru Rural,Maize,HQPM-1 (Karnataka/AP),487.3337494965487,21.55852972022342,7.64,35.8,63,2,4796,1.02,3337.04
Maharashtra,Nashik,Rice,IR-64 (Andhra/Telangana),776.5037493686164,23.82713868773865,6.24,35.5,81,5,4395,3.06,3758.48
Telangana,Karimnagar,Sugarcane,Co-86032 (Tamil Nadu/AP),926.6679979471062,24.91921288434499,6.41,37.1,64,4,2192,3.39,81072.09
Andhra Pradesh,Krishna,Maize,Kaveri-50 (South India),652.1229593687208,35.27746363675069,6.74,23.3,70,5,2370,4.23,3311.57
Uttar Pradesh,Kanpur,Wheat,PBW-343 (Punjab/Haryana),495.9834744163114,27.92342324523614,6.34,12.4,81,2,6134,1.33,3170.58
Maharashtra,Pune,Sugarcane,Co-94012 (South India),726.7924820175173,29.499874186241417,6.83,23.5,80,6,2486,2.02,79775.72
Andhra Pradesh,Chittoor,Rice,IR-64 (Andhra/Telangana),830.5594425160411,22.648627850183523,5.33,24.1,68,3,3006,1.27,4162.34
Telangana,Nalgonda,Rice,MTU-1010 (AP/Telangana),864.9253663932074,31.00516954711801,6.9,38.1,63,0,6540,1.28,4568.29
Telangana,Nalgonda,Sugarcane,Co-86032 (Tamil Nadu/AP),558.2094193071289,22.21275692160333,6.46,35.2,89,4,5064,0.99,79727.71
Telangana,Khammam,Wheat,HD-2967 (North-West India),903.9017037623444,29.97530561065141,6.6,10.8,64,0,1821,3.85,3285.85
Uttar Pradesh,Varanasi,Wheat,PBW-343 (Punjab/Haryana),762.4893604442517,26.11904139803168,7.09,26.3,51,4,3996,3.64,3749.2
Maharashtra,Nashik,Sugarcane,Co-86032 (Tamil Nadu/AP),854.6458606894994,27.59538007453147,5.95,10.5,63,6,4979,3.76,79885.42
Telangana,Karimnagar,Sugarcane,Co-86032 (Tamil Nadu/AP),1031.8617925008823,18.40200087671304,6.19,18.3,57,3,4436,4.52,80553.88
Uttar Pradesh,Varanasi,Maize,Kaveri-50 (South India),1603.1808296991585,28.37841311669213,7.29,25.0,67,6,5586,2.55,6258.17
Karnataka,Bengaluru Rural,Wheat,HD-2967 (North-West India),1281.7276748884938,26.87520629974072,6.71,20.2,61,3,4846,2.02,4463.81
Punjab,Ludhiana,Wheat,PBW-343 (Punjab/Haryana),590.0104803446804,28.560288094479155,6.73,34.6,63,0,4256,2.78,3227.79
Punjab,Ludhiana,Rice,Sona-Masoori (South India),1367.0704509955185,23.971820948976323,6.62,20.1,44,1,4174,2.97,4796.55
Punjab,Patiala,Rice,IR-64 (Andhra/Telangana),677.1896613251988,28.377470071622213,5.55,14.6,66,1,4791,1.9,4475.4
Maharashtra,Nagpur,Maize,HQPM-1 (Karnataka/AP),1026.366256842134,20.44928150019789,6.32,23.0,79,0,3725,3.25,4121.96
Maharashtra,Aurangabad,Cotton,Bollgard-II (Maharashtra),,28.68857831153968,,,54,7,4517,3.98,2373.95
Telangana,Khammam,Sugarcane,Co-94012 (South India),755.0766206688816,29.963110447925107,7.5,24.2,71,6,4723,2.13,80384.97
Karnataka,Mysuru,Wheat,HW-2045 (North India),1081.9099142194673,26.456719088656,6.99,8.2,72,7,2814,4.1,4474.99
Andhra Pradesh,Krishna,Rice,Sona-Masoori (South India),,27.13495591389504,,,56,2,1969,0.93,4300.28
Karnataka,Mysuru,Rice,MTU-1010 (AP/Telangana),781.3397123321131,30.451557458131745,5.71,14.7,70,5,4845,3.77,4213.99
Telangana,Warangal,Cotton,JKCH-1947 (Gujarat/MH),568.8238873672265,26.09438614827718,4.57,28.3,55,4,4176,2.42,1661.16
Telangana,Warangal,Sugarcane,Co-94012 (South India),761.2463456273777,29.41674525808243,6.69,32.6,60,6,5229,3.82,80085.28
Uttar Pradesh,Agra,Wheat,PBW-343 (Punjab/Haryana),1161.0788462666085,20.63640644082003,6.78,34.2,88,4,6019,1.26,4646.71
Telangana,Karimnagar,Rice,MTU-1010 (AP/Telangana),500.5244489588973,33.55371951474316,5.93,20.2,51,4,5256,1.85,3174.04
Telangana,Warangal,Sugarcane,Co-86032 (Tamil Nadu/AP),682.622652946407,25.996645619417848,5.76,27.7,86,1,6886,0.68,79492.76
Punjab,Amritsar,Cotton,JKCH-1947 (Gujarat/MH),626.6074690982875,26.93312904073374,4.65,15.1,78,7,6185,4.02,1791.16
Uttar Pradesh,Lucknow,Sugarcane,Co-94012 (South India),927.2735278707304,29.43081808068808,6.69,32.2,95,5,2310,3.18,79946.01
Karnataka,Belagavi,Sugarcane,Co-94012 (South India),1038.4876917194906,24.29496901639559,6.19,13.3,70,3,5331,2.81,80759.73
Andhra Pradesh,Chittoor,Sugarcane,Co-94012 (South India),983.300142121142,24.093031956794484,6.0,14.6,66,6,2220,4.18,80410.07
Andhra Pradesh,Chittoor,Sugarcane,Co-86032 (Tamil Nadu/AP),424.07039495743305,26.69583495791888,6.93,28.7,67,4,6923,4.78,80092.38
Maharashtra,Nagpur,Rice,Sona-Masoori (South India),,26.06809986303583,,,73,0,2148,2.67,5228.69
Andhra Pradesh,Chittoor,Cotton,Bollgard-II (Maharashtra),445.7774931424469,23.71673025690828,6.64,34.6,68,3,6103,4.93,304.79
Andhra Pradesh,Krishna,Wheat,HW-2045 (North India),1254.0207231395025,29.23995106908297,5.89,38.8,67,3,1582,2.88,4038.81
Uttar Pradesh,Varanasi,Maize,NK-6240 (Maharashtra/AP),1051.6917313894587,25.11660119062625,5.37,15.5,60,4,1723,1.06,4858.07
Telangana,Nalgonda,Sugarcane,Co-94012 (South India),1040.1149278725866,30.40394916573927,6.6,23.0,68,2,6841,4.2,80869.31
Uttar Pradesh,Varanasi,Rice,Sona-Masoori (South India),703.8712940805685,26.04615277075522,7.72,37.9,62,4,4912,4.99,4474.1
Karnataka,Belagavi,Rice,MTU-1010 (AP/Telangana),1295.5085177603296,26.74227847190607,6.82,8.6,61,5,4246,2.96,5788.24
Punjab,Jalandhar,Cotton,Bollgard-II (Maharashtra),1191.7212495996855,28.40916734620549,6.85,22.0,59,1,2764,1.46,2052.78
Uttar Pradesh,Lucknow,Cotton,RCH-659 (South & Central India),1040.7447331363253,26.780745085579746,6.18,37.7,65,1,6740,0.66,1995.83
Telangana,Nalgonda,Cotton,Bollgard-II (Maharashtra),847.3388089657659,28.33254424839423,6.49,13.7,50,3,2874,3.8,1335.46
Punjab,Jalandhar,Sugarcane,Co-94012 (South India),1201.1158654267883,28.91089530387713,7.38,33.4,68,2,6926,1.53,80955.09
Andhra Pradesh,Nellore,Wheat,PBW-343 (Punjab/Haryana),731.2233420943471,22.835793531107534,6.32,35.0,64,4,1841,4.92,2829.7
Karnataka,Dharwad,Cotton,Bollgard-II (Maharashtra),336.099668079711,24.38549859345329,6.49,28.3,66,2,4743,2.83,100.0
Telangana,Karimnagar,Rice,Sona-Masoori (South India),722.4679832110775,26.91278843738941,5.3,16.7,70,4,5478,2.83,5197.33
Andhra Pradesh,Krishna,Cotton,JKCH-1947 (Gujarat/MH),906.3778510062116,29.083491336262565,6.17,23.7,74,5,5384,3.91,1134.11
Uttar Pradesh,Varanasi,Cotton,JKCH-1947 (Gujarat/MH),998.2291833222332,33.58730128769302,6.95,37.9,62,2,5807,1.54,1256.4
Uttar Pradesh,Kanpur,Maize,NK-6240 (Maharashtra/AP),844.7746355003862,22.412608548878698,6.56,10.7,59,3,1811,2.89,3796.66
Punjab,Ludhiana,Rice,Sona-Masoori (South India),355.4215582267873,26.30942917922868,6.52,38.1,73,0,5933,1.35,3345.88
Punjab,Jalandhar,Cotton,RCH-659 (South & Central India),675.3199056521205,23.971574997242868,6.64,14.6,61,3,2259,1.79,1027.77
Maharashtra,Pune,Sugarcane,Co-86032 (Tamil Nadu/AP),1275.0852223428717,35.198069525988025,5.9,39.8,61,5,5070,2.69,80469.4
Punjab,Amritsar,Wheat,HD-2967 (North-West India),970.6546932814472,22.00336185371744,6.97,23.0,51,1,2900,2.47,3895.44
Maharashtra,Aurangabad,Sugarcane,Co-0238 (UP/North India),936.3278289719436,32.488435194929025,6.29,34.1,59,4,4801,1.93,80444.21
Telangana,Karimnagar,Rice,MTU-1010 (AP/Telangana),1038.4379746210398,29.75464275989659,6.35,8.3,61,1,5791,1.68,4673.34
Maharashtra,Nashik,Sugarcane,Co-86032 (Tamil Nadu/AP),803.101115048101,33.28365827463988,6.83,8.0,58,2,5952,4.68,79996.71
Karnataka,Bengaluru Rural,Sugarcane,Co-0238 (UP/North India),,29.503376157444336,,,78,2,4061,1.87,81172.02
Karnataka,Belagavi,Sugarcane,Co-94012 (South India),883.2772606689553,31.14631645240897,6.69,8.1,74,6,4522,1.86,80635.9
Telangana,Khammam,Cotton,JKCH-1947 (Gujarat/MH),894.0730756088491,21.43769072908972,5.58,25.1,66,1,5296,3.31,454.61
Uttar Pradesh,Kanpur,Wheat,PBW-343 (Punjab/Haryana),745.6335197574981,26.081263602867907,6.88,38.3,55,5,4985,4.42,3556.95
Karnataka,Mysuru,Sugarcane,Co-94012 (South India),1057.3552544650106,20.36543990456578,6.41,15.2,61,7,2943,0.79,80412.92
Andhra Pradesh,Nellore,Cotton,Bollgard-II (Maharashtra),717.5848978128229,20.356214624255,7.17,9.6,58,4,3104,2.12,1038.23
Maharashtra,Nagpur,Wheat,PBW-343 (Punjab/Haryana),1131.5593390970107,24.707759547926425,6.38,10.5,64,0,6229,1.36,4200.86
Andhra Pradesh,Nellore,Rice,MTU-1010 (AP/Telangana),1005.3602853843504,27.446465854344208,6.99,20.7,68,6,5712,3.44,4996.77
Punjab,Jalandhar,Sugarcane,Co-94012 (South India),1014.3421667042248,23.97866928805727,6.39,27.5,75,3,4686,3.74,80367.2
Karnataka,Dharwad,Sugarcane,Co-94012 (South India),964.8837157774224,30.840913138372684,7.36,33.7,72,6,2875,4.7,80540.12
Andhra Pradesh,Guntur,Rice,IR-64 (Andhra/Telangana),911.640639720124,23.774552648541302,6.29,15.4,54,5,3483,1.78,4071.02
Punjab,Amritsar,Maize,Kaveri-50 (South India),929.06139922307,24.815320829481625,5.8,20.5,75,1,4778,0.74,4387.14
Punjab,Patiala,Wheat,HD-2967 (North-West India),977.2809935379698,30.49211923767457,5.73,14.1,57,7,5028,3.94,4813.44
Maharashtra,Aurangabad,Cotton,JKCH-1947 (Gujarat/MH),867.3928827560645,30.693593752536085,5.7,37.7,57,4,4022,2.25,1313.32
Telangana,Karimnagar,Maize,NK-6240 (Maharashtra/AP),618.3963895416937,20.54293372354358,5.52,19.7,57,5,1518,3.66,3565.2
Punjab,Amritsar,Wheat,HD-2967 (North-West India),1085.6059517304575,23.68319183352128,6.51,18.2,66,3,6800,2.1,4102.12
Telangana,Warangal,Sugarcane,Co-86032 (Tamil Nadu/AP),853.5557053013706,30.852232627127925,5.69,36.6,52,1,6053,4.5,79834.66
Telangana,Nalgonda,Maize,Kaveri-50 (South India),941.0473256028656,23.83326107222731,5.29,21.1,57,0,5460,2.59,4275.81
Telangana,Warangal,Rice,MTU-1010 (AP/Telangana),813.7946272532462,30.89450982715649,6.3,27.1,66,4,6993,2.9,5134.17
Uttar Pradesh,Varanasi,Wheat,HD-2967 (North-West India),1174.9082331854206,20.42618666282664,6.85,29.3,73,6,4575,0.59,3756.13
Punjab,Jalandhar,Wheat,PBW-343 (Punjab/Haryana),403.4151114015234,28.026016214573406,6.61,36.2,61,7,3191,1.97,3162.14
Maharashtra,Nagpur,Cotton,Bollgard-II (Maharashtra),688.8147052901647,27.09557277579958,5.1,22.0,65,1,5981,1.91,1504.12
Maharashtra,Nagpur,Wheat,PBW-343 (Punjab/Haryana),977.80904540276,25.310002570080307,7.57,21.9,64,7,5738,1.59,3951.84
Karnataka,Dharwad,Rice,IR-64 (Andhra/Telangana),1022.4183385363456,26.453219739380536,7.74,9.8,78,0,5885,4.45,5026.42
Karnataka,Bengaluru Rural,Cotton,RCH-659 (South & Central India),1197.9720033104466,22.696977705082325,7.62,16.3,73,2,4972,3.63,1522.47
Maharashtra,Nashik,Maize,HQPM-1 (Karnataka/AP),972.4748484005764,33.2057877754694,7.22,25.7,64,5,4725,2.85,3676.77
Uttar Pradesh,Agra,Cotton,JKCH-1947 (Gujarat/MH),960.8875026515926,32.03132220328668,5.97,27.4,43,6,4177,3.41,1206.19
Maharashtra,Nashik,Rice,MTU-1010 (AP/Telangana),507.3793443765461,30.41212775914859,6.64,13.4,61,1,1558,2.12,3671.05
Punjab,Jalandhar,Maize,Kaveri-50 (South India),1234.996206360022,31.571000469539555,6.26,22.4,66,7,2390,3.32,4732.62
Telangana,Nalgonda,Wheat,PBW-343 (Punjab/Haryana),675.9674152235054,21.603407119758835,5.9,36.5,34,1,3412,1.96,3329.63
Uttar Pradesh,Lucknow,Cotton,RCH-659 (South & Central India),675.7421253690118,27.81424827971842,4.9,32.3,73,1,1565,2.44,1204.01
Andhra Pradesh,Guntur,Sugarcane,Co-94012 (South India),672.9025843452838,30.81027552769256,6.3,23.5,56,3,3240,4.17,80286.68
Maharashtra,Nagpur,Rice,IR-64 (Andhra/Telangana),792.3409539585234,25.3456932967508,7.14,18.3,69,5,6643,1.24,4409.61
Karnataka,Dharwad,Cotton,Bollgard-II (Maharashtra),754.9586033067723,27.86438872989512,7.67,33.8,57,2,2673,2.51,1403.4
Punjab,Ludhiana,Rice,Sona-Masoori (South India),770.9890904704312,23.315046555875742,6.69,14.3,67,3,3370,1.81,5149.11
Telangana,Khammam,Maize,HQPM-1 (Karnataka/AP),1367.0193839806489,26.78289931234493,5.27,34.1,70,6,4096,0.77,5169.15
Punjab,Patiala,Sugarcane,Co-86032 (Tamil Nadu/AP),906.5613617825096,20.891200009137293,7.02,32.1,47,4,1576,1.32,80273.92
Punjab,Patiala,Wheat,HW-2045 (North India),708.2895464067986,28.94132467489264,6.21,12.5,76,7,3743,0.84,3213.68
Telangana,Karimnagar,Maize,NK-6240 (Maharashtra/AP),699.4654481323087,29.83158433905288,6.37,31.6,72,5,4651,4.54,4343.21
Telangana,Khammam,Sugarcane,Co-94012 (South India),638.6626845610947,29.186921021488,6.42,9.6,69,5,3371,1.43,79288.26
Karnataka,Bengaluru Rural,Wheat,PBW-343 (Punjab/Haryana),1241.7122118422649,27.49265474735736,6.93,9.1,63,4,4846,2.07,4391.33
Maharashtra,Nashik,Rice,IR-64 (Andhra/Telangana),788.6092977501108,29.199673968520127,5.93,9.6,61,7,5937,4.21,4709.01
Karnataka,Dharwad,Wheat,HD-2967 (North-West India),862.1371146670019,26.76136847154298,5.77,12.3,53,0,5090,4.43,4530.15
Uttar Pradesh,Lucknow,Maize,HQPM-1 (Karnataka/AP),881.4232871157537,29.21071515585045,6.57,35.8,70,6,3953,4.6,4296.41
Andhra Pradesh,Nellore,Wheat,PBW-343 (Punjab/Haryana),360.2968914385828,27.26548514183252,6.44,32.6,56,5,1618,1.87,3281.7
Maharashtra,Pune,Cotton,RCH-659 (South & Central India),923.599764659023,24.07211714211381,6.97,14.3,52,2,3724,2.91,1227.45
Maharashtra,Pune,Cotton,RCH-659 (South & Central India),992.0731446185392,24.37083873705745,6.48,12.8,73,6,6140,4.53,2299.81
Telangana,Khammam,Rice,Sona-Masoori (South India),948.7322991235366,26.29139309924207,6.06,14.5,66,3,2504,0.58,5024.91
Punjab,Amritsar,Wheat,HD-2967 (North-West India),999.7844296526346,27.93991874905549,6.28,12.1,55,6,3990,1.35,4346.73
Karnataka,Dharwad,Sugarcane,Co-86032 (Tamil Nadu/AP),256.09486817694005,30.25863759613107,7.07,30.6,67,7,4098,4.76,79394.65
Telangana,Warangal,Cotton,JKCH-1947 (Gujarat/MH),1131.1018206497222,25.174494409543748,5.68,32.3,67,6,3189,1.63,2142.43
Maharashtra,Pune,Maize,NK-6240 (Maharashtra/AP),678.4966419919341,23.84626030771568,7.16,14.9,66,2,5484,1.28,3763.32
Karnataka,Belagavi,Sugarcane,Co-94012 (South India),879.0404541618653,29.72474252285761,6.7,18.8,79,3,5108,3.75,80605.14
Maharashtra,Nashik,Maize,HQPM-1 (Karnataka/AP),1258.1713749525024,26.342638356303382,6.5,10.5,65,3,2758,2.26,5028.13
Telangana,Khammam,Maize,NK-6240 (Maharashtra/AP),1303.3619609759523,27.098010536750863,5.1,16.8,72,5,4119,3.4,5439.87
Punjab,Patiala,Cotton,RCH-659 (South & Central India),949.9754703807446,22.491751776614667,5.65,18.9,73,5,4181,2.61,1940.22
Punjab,Jalandhar,Maize,Kaveri-50 (South India),1070.0492333245568,22.21970244764289,5.63,17.9,86,7,4899,4.72,4965.71
Uttar Pradesh,Varanasi,Wheat,HD-2967 (North-West India),1186.7277384158356,27.94667287734785,6.18,14.2,58,5,6092,3.86,4553.04
Telangana,Warangal,Cotton,Bollgard-II (Maharashtra),830.1953631192513,25.8596767942143,7.14,19.2,41,3,3452,4.89,2138.77
Andhra Pradesh,Chittoor,Maize,HQPM-1 (Karnataka/AP),1108.76412727674,24.8277699034656,6.95,30.2,70,6,5885,3.96,4599.74
Telangana,Nalgonda,Rice,IR-64 (Andhra/Telangana),686.7188782465814,26.169918119715483,6.63,36.0,68,1,4205,2.64,4074.86
Telangana,Warangal,Maize,NK-6240 (Maharashtra/AP),1086.4854094814507,27.609229627860103,6.35,24.2,35,4,5547,2.03,5122.25
Telangana,Karimnagar,Rice,IR-64 (Andhra/Telangana),921.942336520926,23.13277834632814,5.67,12.0,71,4,6992,1.44,4493.47
Telangana,Nalgonda,Maize,Kaveri-50 (South India),1346.2212231983594,22.40203153876722,5.85,33.8,67,5,6821,4.96,4850.99
Andhra Pradesh,Krishna,Rice,Sona-Masoori (South India),,23.23149843239694,,,72,4,6328,2.84,3650.65
Punjab,Jalandhar,Rice,MTU-1010 (AP/Telangana),887.6325126813363,28.3435233981304,5.72,12.7,61,5,2250,4.05,5395.45
Telangana,Khammam,Cotton,RCH-659 (South & Central India),538.111171667575,27.926528098555583,5.89,27.7,74,0,3165,1.07,604.95
Telangana,Nalgonda,Maize,Kaveri-50 (South India),786.2705783327269,33.632222826419955,6.87,9.7,66,6,2516,3.96,3364.44
Punjab,Jalandhar,Sugarcane,Co-94012 (South India),746.5019470461804,31.98026303775476,7.45,12.0,68,5,3514,4.08,79955.72
Karnataka,Belagavi,Wheat,PBW-343 (Punjab/Haryana),935.6558140628308,24.41515533576757,5.24,10.6,61,6,6015,1.39,3721.05
Uttar Pradesh,Kanpur,Sugarcane,Co-0238 (UP/North India),1413.4814963026631,29.4535562885253,6.0,37.8,62,1,5132,2.99,81228.2
Uttar Pradesh,Agra,Maize,NK-6240 (Maharashtra/AP),640.1092987358953,24.35246690395296,6.32,36.4,69,4,5661,4.94,4213.7
Maharashtra,Nagpur,Rice,IR-64 (Andhra/Telangana),972.2976560373288,26.986327440699256,6.1,33.1,61,4,1926,1.81,5025.5
Punjab,Amritsar,Maize,Kaveri-50 (South India),439.8517136477728,34.577027209196245,7.74,35.6,60,2,2919,1.72,2827.8
Telangana,Nalgonda,Cotton,Bollgard-II (Maharashtra),832.4796753192921,26.146824609514752,6.3,14.5,57,5,3003,4.57,2145.66
Telangana,Nalgonda,Wheat,HW-2045 (North India),1024.6586302724777,30.4288307475086,7.18,36.9,54,0,6504,1.94,3854.57
Andhra Pradesh,Krishna,Wheat,HD-2967 (North-West India),741.2103589494436,23.56696937446028,6.84,23.5,67,0,1998,2.04,2948.01
Telangana,Nalgonda,Maize,NK-6240 (Maharashtra/AP),1245.5571010744773,26.4955100181047,6.62,16.3,72,7,1765,0.55,5769.42
Andhra Pradesh,Guntur,Sugarcane,Co-94012 (South India),1514.8224634213452,24.94933312934916,7.1,23.0,61,1,2397,1.64,82060.76
Andhra Pradesh,Guntur,Cotton,Bollgard-II (Maharashtra),698.7336917887166,28.746034170883373,6.3,12.2,62,1,6961,3.35,627.99
Maharashtra,Nashik,Sugarcane,Co-86032 (Tamil Nadu/AP),1348.3118185928245,29.753621056971355,6.36,15.6,37,4,3122,4.56,81140.86
Telangana,Khammam,Maize,HQPM-1 (Karnataka/AP),933.5768452980506,19.72736985466419,6.62,9.3,71,3,4760,0.56,4584.6
Karnataka,Mysuru,Sugarcane,Co-0238 (UP/North India),1333.3359534464196,26.122639556185696,7.65,29.4,62,7,6491,4.42,81894.52
Karnataka,Bengaluru Rural,Sugarcane,Co-86032 (Tamil Nadu/AP),693.0304007664893,28.9314189304019,6.78,25.3,59,0,5640,0.88,79938.26
Telangana,Warangal,Sugarcane,Co-0238 (UP/North India),543.1142768066237,20.413858035167834,6.66,16.8,71,3,6559,2.25,80027.4
Punjab,Patiala,Maize,NK-6240 (Maharashtra/AP),1052.4707459930924,34.44153352592456,6.7,13.3,64,7,6285,4.99,4382.6
Uttar Pradesh,Varanasi,Sugarcane,Co-86032 (Tamil Nadu/AP),647.9122124025206,24.048160866694825,5.84,31.6,62,5,2740,0.87,79880.6
Maharashtra,Nagpur,Cotton,Bollgard-II (Maharashtra),859.2383279285134,23.880302379770395,6.03,28.3,51,3,4230,2.6,718.83
Punjab,Amritsar,Cotton,Bollgard-II (Maharashtra),962.0401206872572,21.82574500774973,6.92,24.3,74,5,3720,2.45,1965.46
Karnataka,Belagavi,Sugarcane,Co-94012 (South India),1303.6202518677487,27.33847284995542,6.39,9.7,71,1,4827,3.07,80884.73
Karnataka,Mysuru,Rice,Sona-Masoori (South India),1146.1834326156095,23.58770980385157,6.14,14.6,45,7,5047,1.88,5168.94
Andhra Pradesh,Krishna,Sugarcane,Co-86032 (Tamil Nadu/AP),796.9158475863354,28.69543735151307,6.0,21.1,70,6,1690,1.53,80275.1
Uttar Pradesh,Agra,Wheat,HW-2045 (North India),978.3483535313142,24.420795518202404,6.54,21.2,56,5,4508,3.06,3836.11
